Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,MasVnrArea,Foundation,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,Heating,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,PoolArea,YrSold,MoSold,SalePrice
247,20,FV,12351,Pave,IR1,HLS,AllPub,Corner,Edwards,Feedr,1Fam,2Story,5,6,1993,1976,Hip,Wd Sdng,177.0,BrkTil,756.0,249,797,GasA,Y,2070,448,3503,0,2,0,5,1,8,1,2,437.0,403,101,76,2008,4,467088.5282459032
248,20,,11638,Grvl,IR2,Lvl,NoSewr,Inside,NAmes,Feedr,2fmCon,2Story,2,4,1985,2003,Flat,HdBoard,423.0,CBlock,430.0,146,990,Wall,N,525,263,2799,2,3,2,3,1,3,1,3,,492,1,91,2006,4,387298.6837054573
249,20,C,11570,Grvl,Reg,HLS,NoSewr,FR2,BrkSide,Feedr,2fmCon,1Story,3,1,2010,1953,Gable,HdBoard,381.0,BrkTil,910.0,345,854,GasW,Y,2058,110,2463,1,1,0,2,1,4,2,1,279.0,221,216,33,2009,11,368266.83810417465
250,40,C,8249,Pave,IR2,Lvl,NoSewr,CulDSac,Edwards,RRAn,1Fam,1.5Fin,6,9,1989,1972,Hip,HdBoard,222.0,PConc,241.0,347,1216,Wall,N,2176,849,2327,2,1,0,2,2,8,1,0,222.0,228,24,86,2010,11,344756.91887017444
251,70,RL,14110,Pave,Reg,Low,NoSewr,CulDSac,Edwards,RRAn,Duplex,2Story,5,4,1976,1997,Gable,VinylSd,258.0,BrkTil,701.0,253,680,Wall,Y,1997,1261,2826,0,1,1,5,1,4,0,3,586.0,293,256,9,2009,7,449607.5341876047
252,20,RM,12595,Grvl,IR3,Low,NoSewr,CulDSac,NAmes,RRAn,2fmCon,1Story,4,2,1950,1991,Gable,,272.0,BrkTil,901.0,398,915,Wall,Y,1910,1480,3168,0,1,0,4,1,6,0,3,662.0,451,222,93,2006,1,435399.1945518034
253,50,RM,18605,Pave,IR3,HLS,AllPub,FR2,CollgCr,RRAn,Twnhs,1Story,4,8,1983,1952,Gambrel,Wd Sdng,188.0,BrkTil,740.0,333,1141,GasW,Y,1808,900,3566,1,3,0,1,1,6,0,1,870.0,485,68,21,2007,9,442748.60574942507
254,60,,17115,Grvl,Reg,Lvl,AllPub,Corner,Edwards,Artery,2fmCon,2Story,5,2,2017,1952,Gable,MetalSd,305.0,PConc,65.0,175,1029,Grav,Y,949,758,2655,2,1,2,5,2,11,0,0,508.0,305,196,4,2007,3,380871.6200842621
255,20,RM,11294,Grvl,Reg,HLS,AllPub,FR2,CollgCr,Norm,1Fam,2Story,2,5,1970,1977,Gable,MetalSd,377.0,BrkTil,971.0,124,842,Wall,Y,819,860,3575,1,1,1,1,2,9,0,3,341.0,315,271,43,2007,6,451304.9581878299
256,40,FV,11527,Pave,Reg,Low,NoSewr,FR2,CollgCr,RRAn,Duplex,SLvl,9,6,1982,2012,Hip,Wd Sdng,89.0,PConc,377.0,762,482,GasW,N,655,896,3427,2,1,2,3,1,9,1,2,616.0,396,181,8,2006,10,488627.8094610435
257,80,RM,10757,Pave,IR3,Lvl,NoSewr,Inside,OldTown,Artery,1Fam,1.5Fin,2,8,1956,1980,Flat,HdBoard,342.0,CBlock,387.0,397,131,Grav,N,970,861,1246,2,2,0,2,2,3,1,3,41.0,118,17,42,2007,5,337712.7809771703
258,70,RH,17595,Pave,IR1,Lvl,NoSewr,FR2,NAmes,Norm,Twnhs,SLvl,10,1,2014,1959,Flat,,261.0,BrkTil,780.0,130,1116,GasA,N,919,1196,2397,2,1,2,3,2,7,0,3,175.0,98,106,3,2007,4,476925.7228184008
259,90,RM,18647,Pave,IR2,HLS,NoSewr,CulDSac,CollgCr,RRAn,2fmCon,1Story,2,1,1952,1998,Hip,HdBoard,155.0,BrkTil,208.0,561,1786,GasW,Y,1636,192,1009,1,1,1,4,1,5,0,3,244.0,349,16,41,2006,9,314574.8475787699
260,40,FV,6969,Grvl,IR2,Bnk,NoSewr,Corner,NAmes,Norm,2fmCon,2Story,10,4,2000,1970,Flat,VinylSd,199.0,PConc,1438.0,604,1545,Grav,N,2425,514,1648,1,3,2,4,1,5,0,3,252.0,425,124,64,2010,11,409397.0723761221
261,20,RL,15985,Grvl,IR3,HLS,NoSewr,Corner,OldTown,RRAn,1Fam,SLvl,9,5,2003,2002,Gable,HdBoard,54.0,BrkTil,15.0,891,1586,GasW,N,1150,789,2662,0,1,0,5,2,8,1,0,273.0,323,81,97,2009,12,414652.1822229648
262,70,RH,5891,Grvl,IR2,Low,AllPub,Corner,NAmes,Artery,1Fam,1Story,3,9,2008,2003,Gambrel,VinylSd,253.0,PConc,1320.0,821,860,Grav,Y,1945,967,3217,1,1,2,4,2,6,1,3,333.0,408,3,40,2006,9,421205.74849322886
263,60,RL,9470,Pave,Reg,Low,AllPub,CulDSac,Edwards,Feedr,Twnhs,1.5Fin,10,7,1955,2006,Gable,Wd Sdng,441.0,BrkTil,985.0,901,293,Grav,Y,1385,1432,2764,2,1,0,4,2,10,2,1,603.0,158,114,63,2006,1,477273.89232946414
264,20,RL,12175,Grvl,IR1,Low,AllPub,CulDSac,CollgCr,Feedr,Duplex,2Story,7,7,1978,1969,Gable,HdBoard,172.0,CBlock,1243.0,944,640,GasW,N,1429,83,2387,2,2,1,3,1,6,2,3,10.0,238,136,54,2008,7,447757.17698392196
265,40,RL,15225,Pave,IR2,Low,AllPub,CulDSac,NAmes,Norm,Twnhs,SLvl,4,8,1966,1998,Gambrel,HdBoard,199.0,CBlock,366.0,406,999,GasA,N,2244,797,2451,2,3,1,1,2,10,2,2,151.0,395,286,89,2007,10,389904.96518397605
266,30,C,14556,Pave,IR1,Low,AllPub,CulDSac,BrkSide,Artery,Duplex,1.5Fin,6,5,2009,1956,Hip,MetalSd,402.0,CBlock,779.0,731,391,Wall,N,1334,79,2716,1,3,2,2,2,6,2,2,188.0,319,227,17,2010,9,415457.00541801396
267,50,C,13320,Pave,Reg,Bnk,NoSewr,CulDSac,NAmes,Feedr,2fmCon,SLvl,4,5,1971,1978,Gable,Wd Sdng,,BrkTil,1252.0,845,248,Grav,N,1375,1232,2718,0,2,1,4,2,5,1,3,675.0,334,15,15,2008,5,402204.5749117002
268,90,RL,14206,Pave,IR2,Lvl,NoSewr,FR2,CollgCr,RRAn,Duplex,1Story,10,1,1973,1997,Gable,HdBoard,284.0,BrkTil,439.0,333,1637,Wall,N,1441,521,1376,1,2,2,4,2,7,1,3,637.0,188,297,86,2010,1,413549.50322096806
269,80,RH,14991,Pave,IR3,HLS,NoSewr,CulDSac,OldTown,Feedr,Duplex,1.5Fin,7,9,2000,1962,Hip,VinylSd,150.0,CBlock,689.0,19,1872,GasA,Y,1493,1222,2465,0,3,0,3,1,7,1,1,210.0,308,211,45,2007,8,445114.191741254
270,40,FV,11812,Pave,IR1,HLS,NoSewr,CulDSac,OldTown,Norm,2fmCon,SLvl,1,6,1999,1952,Gable,Wd Sdng,110.0,CBlock,1473.0,204,1618,Wall,N,2121,233,1488,1,1,2,2,1,3,1,1,96.0,248,245,35,2007,5,299418.6099619569
271,70,FV,12519,Grvl,Reg,Low,NoSewr,CulDSac,CollgCr,Norm,2fmCon,1.5Fin,3,9,1960,1951,Gable,MetalSd,415.0,PConc,,602,702,Wall,N,1808,243,1589,2,3,0,3,1,10,0,0,820.0,25,285,89,2007,6,329488.40505997627
272,90,RM,18669,Pave,IR1,HLS,NoSewr,CulDSac,Edwards,Artery,2fmCon,1Story,3,3,2005,1965,Flat,Wd Sdng,265.0,PConc,846.0,955,1440,GasW,N,1071,1416,1791,0,2,1,1,2,10,2,0,338.0,188,281,65,2009,7,325563.26913469034
273,90,RH,9612,Grvl,IR2,Low,AllPub,Corner,Edwards,Norm,Twnhs,1.5Fin,1,5,1991,1955,Hip,VinylSd,,CBlock,421.0,354,1166,GasW,N,553,1469,3010,1,1,0,3,1,10,1,2,46.0,393,176,43,2010,10,400851.48340729706
274,90,C,14710,Grvl,IR2,Bnk,NoSewr,CulDSac,OldTown,Feedr,2fmCon,SLvl,6,2,1988,1994,Gable,MetalSd,176.0,CBlock,1212.0,172,1260,GasA,N,1104,848,1776,2,3,0,2,2,6,1,3,819.0,139,30,4,2010,7,383081.6538667964
275,20,RL,17373,Pave,IR3,Bnk,NoSewr,FR2,OldTown,Feedr,1Fam,1Story,9,10,2018,1954,Gable,VinylSd,448.0,BrkTil,1201.0,188,286,GasW,N,824,392,2155,0,1,0,2,2,11,2,3,735.0,405,49,28,2008,12,440608.6499477907
276,50,RM,6198,Pave,Reg,Lvl,NoSewr,FR2,CollgCr,Feedr,2fmCon,2Story,8,5,1997,2005,Gambrel,Wd Sdng,230.0,CBlock,,823,276,Grav,Y,1469,8,2487,0,1,0,4,1,5,1,1,56.0,487,142,3,2006,7,402433.8819030253
277,20,FV,17065,Pave,Reg,Bnk,NoSewr,FR2,Edwards,Feedr,2fmCon,SLvl,7,8,2006,1981,Gambrel,MetalSd,28.0,PConc,1338.0,1,386,GasA,Y,1981,612,1149,2,2,0,1,2,9,0,1,,180,51,98,2007,1,349141.6734616031
278,70,C,19646,Grvl,IR3,Bnk,AllPub,Inside,OldTown,Artery,2fmCon,SLvl,10,2,1970,1998,Gambrel,VinylSd,442.0,PConc,,872,1405,GasW,Y,1384,806,2571,2,3,2,5,2,8,1,0,253.0,20,232,85,2007,7,420681.544948921
279,20,,10238,Pave,IR3,Lvl,AllPub,Corner,Edwards,RRAn,Duplex,1Story,8,8,1969,1962,Gable,Wd Sdng,300.0,PConc,675.0,940,449,GasW,N,764,714,3517,1,2,0,4,2,11,2,0,662.0,162,165,48,2008,11,459947.7113313214
280,30,RL,15666,Grvl,Reg,HLS,NoSewr,CulDSac,OldTown,RRAn,Twnhs,1Story,6,4,1964,1979,Gable,VinylSd,194.0,PConc,381.0,167,290,GasA,N,881,1176,1225,1,3,0,3,1,6,0,2,570.0,70,37,71,2010,3,327945.8024275848
281,50,FV,11089,Pave,IR1,Low,AllPub,Inside,NAmes,Artery,2fmCon,2Story,9,10,2018,1974,Gambrel,HdBoard,306.0,PConc,608.0,367,1192,Grav,Y,1736,109,1126,2,3,0,3,1,6,0,1,836.0,81,19,84,2009,5,372214.5522899209
282,50,RH,16677,Pave,IR1,Low,AllPub,CulDSac,BrkSide,Norm,Twnhs,SLvl,3,10,2000,2009,Flat,Wd Sdng,238.0,PConc,142.0,535,442,GasA,N,832,833,1929,1,1,0,2,1,8,2,3,597.0,154,98,7,2010,10,374828.0578485823
283,70,C,11257,Grvl,IR3,HLS,NoSewr,Inside,NAmes,RRAn,1Fam,1Story,10,1,2011,2008,Flat,MetalSd,356.0,CBlock,61.0,924,655,GasW,N,1533,265,1054,2,1,0,2,1,10,2,1,169.0,315,214,51,2009,5,371537.3923588357
284,80,RL,17241,Grvl,IR1,Lvl,NoSewr,Inside,OldTown,Norm,1Fam,2Story,10,5,1986,1977,Flat,MetalSd,,PConc,1265.0,962,1207,GasW,N,1881,1396,2837,2,1,0,2,1,5,0,1,145.0,354,43,68,2009,8,463237.5159974972
285,30,RH,12705,Pave,Reg,HLS,NoSewr,FR2,BrkSide,RRAn,2fmCon,2Story,9,1,1955,2007,Flat,HdBoard,383.0,PConc,237.0,876,1068,GasA,Y,702,1175,3205,1,2,1,5,1,10,1,1,838.0,46,110,20,2010,7,455997.9823519275
286,40,FV,8719,Grvl,IR2,Bnk,NoSewr,FR2,BrkSide,Norm,1Fam,1Story,4,7,1975,1969,Hip,VinylSd,266.0,PConc,1154.0,579,1778,Grav,Y,2231,975,2790,1,1,2,5,1,10,2,0,32.0,193,88,26,2007,7,453134.34732239187
287,20,C,5302,Grvl,IR2,Lvl,NoSewr,Inside,OldTown,Artery,Twnhs,SLvl,7,8,1957,1983,Gambrel,VinylSd,213.0,PConc,1146.0,369,826,Grav,Y,557,954,1243,0,2,0,4,1,9,0,3,514.0,223,117,37,2009,6,382218.9146575761
288,60,RH,17144,Grvl,IR1,Lvl,AllPub,FR2,OldTown,Feedr,Duplex,1.5Fin,9,3,1953,1954,Gable,MetalSd,81.0,CBlock,1463.0,705,1969,Wall,N,2017,1438,912,0,1,2,5,1,9,2,3,795.0,398,238,4,2008,7,378002.23954240745
289,20,RH,17875,Grvl,IR3,Lvl,NoSewr,Inside,Edwards,Norm,2fmCon,1.5Fin,2,3,1970,2009,Gambrel,VinylSd,127.0,BrkTil,926.0,595,1291,Grav,Y,2033,906,1853,1,2,1,2,1,7,1,0,256.0,236,71,84,2008,7,324489.48405663716
290,90,RH,5986,Grvl,IR3,Low,NoSewr,Corner,OldTown,Feedr,1Fam,2Story,2,7,1980,1992,Flat,Wd Sdng,482.0,BrkTil,341.0,949,475,GasA,Y,2291,1349,3371,1,3,1,4,2,4,1,0,125.0,279,162,60,2009,5,376124.8061470042
291,20,C,15055,Pave,IR3,HLS,NoSewr,FR2,CollgCr,Norm,Twnhs,1.5Fin,9,4,1970,2006,Gable,,,BrkTil,,436,252,Grav,Y,1746,671,1488,1,2,0,4,1,4,0,3,112.0,467,250,7,2007,5,395312.58667634585
292,40,C,9440,Pave,IR3,Lvl,AllPub,FR2,OldTown,Norm,Twnhs,1.5Fin,3,3,1974,2006,Hip,MetalSd,66.0,BrkTil,454.0,206,1419,Grav,N,1892,175,1790,0,2,2,1,2,10,1,2,814.0,9,194,85,2009,4,362907.3736058465
293,20,RM,9909,Grvl,IR3,Lvl,NoSewr,FR2,CollgCr,Norm,1Fam,1Story,9,8,1964,2003,Gambrel,Wd Sdng,61.0,PConc,1221.0,48,288,Wall,Y,2215,524,2673,1,2,0,5,2,8,1,1,,375,59,17,2008,4,452832.86055134743
294,30,FV,19275,Pave,IR1,Lvl,NoSewr,Corner,OldTown,Norm,Twnhs,2Story,5,3,1984,1994,Gable,MetalSd,132.0,BrkTil,,543,1235,Grav,Y,1941,1338,845,0,3,1,3,1,10,1,3,341.0,471,97,3,2008,5,359485.02251115994
295,30,RL,8072,Pave,IR2,HLS,NoSewr,Inside,Edwards,Norm,Twnhs,SLvl,6,7,1998,1986,Gable,,136.0,BrkTil,,828,999,Wall,N,2397,1090,1994,0,2,1,3,1,5,2,0,47.0,151,72,3,2010,10,330996.61877243157
296,50,RH,18598,Grvl,IR2,Low,AllPub,CulDSac,CollgCr,Feedr,2fmCon,2Story,2,2,1992,1997,Flat,VinylSd,27.0,CBlock,1024.0,681,1712,Wall,Y,1046,951,1556,0,3,2,1,2,3,0,3,363.0,343,221,36,2007,9,339472.21892767056
297,70,RM,19287,Pave,IR1,Bnk,NoSewr,FR2,NAmes,Norm,Twnhs,1Story,8,1,1990,2003,Flat,VinylSd,210.0,CBlock,722.0,128,20,Grav,N,1370,1207,2176,0,1,0,2,1,8,0,1,786.0,103,118,14,2010,11,409392.6165639058
298,80,RL,18965,Grvl,IR3,Low,NoSewr,Inside,CollgCr,Feedr,1Fam,1.5Fin,9,6,1986,1997,Gambrel,HdBoard,475.0,CBlock,1355.0,446,315,GasW,N,602,1058,2026,2,1,2,1,1,4,0,3,397.0,495,181,37,2006,12,449306.28850348864
299,60,RM,8124,Grvl,IR1,Lvl,NoSewr,Corner,Edwards,Artery,2fmCon,SLvl,2,8,2006,1955,Hip,MetalSd,474.0,PConc,1235.0,613,563,GasA,Y,1684,504,2049,1,3,2,2,2,11,1,0,194.0,123,217,26,2009,6,333581.6595832603
300,90,C,14519,Pave,IR2,Low,AllPub,CulDSac,CollgCr,RRAn,1Fam,2Story,6,1,1991,1983,Gable,Wd Sdng,204.0,PConc,86.0,34,1461,GasA,Y,1723,848,3951,1,2,1,5,1,7,2,2,850.0,184,255,84,2010,8,469628.4476464836
301,20,RH,18380,Grvl,Reg,Low,NoSewr,FR2,OldTown,Norm,Duplex,1.5Fin,6,10,1996,2012,Flat,VinylSd,252.0,PConc,664.0,818,1446,Grav,Y,1683,962,3906,2,1,2,5,1,7,0,0,736.0,495,87,47,2007,9,465195.1379552765
302,20,RL,15600,Grvl,IR1,Bnk,NoSewr,Corner,OldTown,RRAn,1Fam,2Story,8,9,2010,1997,Gambrel,HdBoard,37.0,CBlock,861.0,198,1256,GasA,N,2218,1099,1363,1,2,1,4,2,10,2,2,724.0,289,274,45,2009,12,385574.70951788843
303,40,RL,16865,Grvl,IR3,HLS,NoSewr,Corner,Edwards,Feedr,1Fam,SLvl,10,3,1963,1972,Flat,Wd Sdng,42.0,BrkTil,60.0,812,1968,GasA,Y,1364,471,3008,0,2,0,4,2,8,0,1,320.0,40,25,45,2009,4,468070.3057756136
304,70,RL,13125,Grvl,IR2,HLS,AllPub,CulDSac,BrkSide,Artery,2fmCon,2Story,5,3,2017,1962,Gambrel,Wd Sdng,116.0,CBlock,796.0,76,122,Wall,Y,1659,522,3687,2,3,2,4,2,5,1,0,793.0,423,120,47,2009,12,414121.16712117975
305,30,RL,8291,Grvl,IR2,Low,NoSewr,Inside,OldTown,Artery,Twnhs,2Story,9,4,2002,1996,Flat,Wd Sdng,404.0,PConc,94.0,368,873,GasW,Y,2465,879,3385,0,1,2,4,1,11,0,3,137.0,10,288,58,2009,7,485760.6866032951
306,60,RL,9033,Pave,IR2,Low,NoSewr,FR2,NAmes,Artery,1Fam,2Story,1,1,1983,1993,Hip,VinylSd,474.0,CBlock,785.0,832,959,GasA,N,897,1306,3072,2,3,0,3,2,6,0,0,354.0,217,29,3,2009,5,398144.6132442473
307,50,RM,10105,Pave,IR2,HLS,NoSewr,FR2,Edwards,RRAn,2fmCon,1.5Fin,9,9,1973,1981,Gable,Wd Sdng,189.0,BrkTil,1170.0,525,1635,GasW,N,2261,273,2140,0,3,2,4,1,6,1,0,844.0,0,201,74,2007,4,414022.25082872924
308,30,RH,5703,Grvl,IR3,HLS,AllPub,Inside,CollgCr,Feedr,Duplex,SLvl,10,3,1969,1975,Flat,MetalSd,45.0,PConc,1269.0,348,213,GasA,N,891,53,2237,1,3,0,4,1,4,1,1,69.0,413,35,18,2006,12,422490.59899445326
309,90,C,13133,Grvl,Reg,Bnk,AllPub,Inside,CollgCr,Norm,2fmCon,SLvl,7,10,2018,2002,Gable,HdBoard,453.0,BrkTil,960.0,505,1945,GasW,Y,2278,1078,894,1,3,1,4,1,5,0,2,810.0,170,124,56,2008,7,345582.23698514694
310,70,C,5574,Pave,IR2,Lvl,NoSewr,Inside,NAmes,Norm,2fmCon,1.5Fin,4,4,1979,1963,Gambrel,Wd Sdng,165.0,BrkTil,296.0,642,838,GasW,Y,605,887,2602,1,2,1,2,2,6,2,2,581.0,337,222,18,2006,3,442456.6382970267
311,90,C,10704,Grvl,IR1,Low,AllPub,CulDSac,OldTown,Feedr,Twnhs,1.5Fin,3,1,1956,2001,Hip,Wd Sdng,304.0,PConc,1146.0,237,646,GasA,N,2106,744,1748,2,1,2,4,1,9,1,3,482.0,281,234,90,2008,1,358906.6703532373
312,80,C,16424,Pave,Reg,HLS,AllPub,CulDSac,Edwards,RRAn,1Fam,1.5Fin,10,4,1985,1985,Gable,MetalSd,202.0,BrkTil,693.0,279,967,Wall,Y,2112,276,1352,1,1,1,1,1,5,0,0,719.0,52,123,41,2010,7,363764.1981753404
313,50,RM,12848,Grvl,IR2,Low,AllPub,FR2,NAmes,Norm,Duplex,1Story,6,1,1987,1957,Flat,Wd Sdng,494.0,CBlock,1479.0,576,1853,GasW,Y,1577,1466,3492,2,1,1,4,2,10,1,1,711.0,124,170,91,2009,9,432431.82697934366
314,80,FV,10208,Grvl,Reg,Low,NoSewr,CulDSac,OldTown,Feedr,2fmCon,2Story,1,5,2001,1989,Gable,VinylSd,232.0,BrkTil,398.0,431,729,GasW,N,1800,882,865,0,2,0,4,2,10,2,2,58.0,174,180,4,2010,2,278676.71604389255
315,40,RH,17975,Grvl,IR1,HLS,NoSewr,Corner,Edwards,Norm,1Fam,2Story,3,5,1964,1971,Gable,VinylSd,244.0,BrkTil,945.0,137,599,GasA,N,610,1441,2297,1,2,1,3,1,4,0,3,770.0,264,214,47,2010,7,352593.12609631906
316,90,RL,11924,Grvl,IR2,Bnk,AllPub,FR2,CollgCr,Artery,1Fam,SLvl,2,7,1995,1965,Gambrel,VinylSd,208.0,BrkTil,1254.0,268,791,GasW,N,723,631,1464,0,3,1,4,2,6,0,2,,264,117,24,2008,10,333115.85996900074
317,40,FV,15824,Grvl,IR1,Low,AllPub,CulDSac,Edwards,Norm,2fmCon,2Story,9,8,1972,2009,Hip,Wd Sdng,247.0,CBlock,533.0,739,39,GasW,Y,574,1248,3531,1,3,1,2,1,10,2,3,852.0,384,226,66,2007,2,533935.179936861
318,20,C,8828,Grvl,IR3,Bnk,AllPub,Inside,BrkSide,RRAn,1Fam,1Story,3,4,1961,2009,Hip,HdBoard,294.0,BrkTil,,200,751,Wall,Y,1005,569,3757,0,3,0,5,1,3,2,2,350.0,198,36,25,2009,3,469357.9630127433
319,80,FV,19924,Grvl,IR2,HLS,NoSewr,Corner,Edwards,Feedr,2fmCon,1.5Fin,2,7,1993,1959,Gable,,326.0,BrkTil,129.0,141,1355,GasW,Y,1537,1278,3684,2,3,2,4,1,3,0,3,845.0,255,95,73,2010,10,434450.8293535223
320,70,RH,8230,Pave,IR2,Lvl,NoSewr,Inside,BrkSide,RRAn,2fmCon,SLvl,4,4,1964,1974,Gable,Wd Sdng,382.0,CBlock,291.0,611,942,Wall,N,2494,175,3418,1,1,0,4,2,6,2,2,,171,119,87,2006,12,391406.2423673104
321,90,RL,5488,Pave,IR2,Lvl,AllPub,FR2,Edwards,Feedr,2fmCon,SLvl,2,3,1998,1980,Gambrel,HdBoard,157.0,PConc,275.0,649,647,GasW,N,1269,565,3543,2,3,2,4,2,4,2,2,338.0,58,11,61,2009,10,433735.49423009006
322,60,RL,12114,Pave,IR2,Low,AllPub,Inside,BrkSide,Artery,Duplex,2Story,1,6,1970,1970,Gable,HdBoard,404.0,PConc,911.0,679,181,GasW,Y,981,1169,979,2,2,2,3,1,3,0,0,676.0,439,121,92,2007,3,282324.1269942994
323,50,RH,14539,Grvl,IR3,HLS,AllPub,CulDSac,CollgCr,Feedr,2fmCon,SLvl,6,4,1964,1982,Gambrel,Wd Sdng,0.0,PConc,,918,264,Wall,N,1712,770,3681,0,2,1,5,1,10,1,3,756.0,105,34,6,2009,12,453367.22115584736
324,30,RH,16873,Grvl,IR2,Bnk,AllPub,CulDSac,OldTown,Norm,Twnhs,1.5Fin,10,3,1963,1980,Hip,VinylSd,216.0,BrkTil,925.0,610,770,Wall,N,863,1408,2282,1,2,1,3,1,4,2,3,595.0,434,250,43,2010,4,447927.90724180866
325,70,C,8173,Grvl,Reg,Low,NoSewr,FR2,BrkSide,Norm,1Fam,SLvl,8,9,1991,1970,Hip,Wd Sdng,415.0,PConc,54.0,822,1717,Grav,Y,738,261,3939,2,3,0,3,1,6,1,0,,124,66,86,2006,6,483198.2924058482
326,70,RL,17781,Grvl,IR2,HLS,AllPub,Inside,BrkSide,Artery,Duplex,1.5Fin,10,5,1964,1985,Gambrel,VinylSd,248.0,CBlock,738.0,830,1556,GasW,N,1924,530,1001,0,1,0,3,2,5,1,0,449.0,15,37,26,2010,3,329628.76291994523
327,40,FV,6667,Grvl,IR3,HLS,NoSewr,FR2,CollgCr,Feedr,1Fam,1Story,10,7,2012,2014,Gable,VinylSd,391.0,BrkTil,1049.0,838,862,Wall,Y,1345,1394,2298,0,1,0,2,2,4,1,2,376.0,37,279,41,2007,9,411536.8536079489
328,80,RM,14829,Grvl,IR2,Bnk,AllPub,Inside,BrkSide,Artery,Duplex,1Story,2,6,2017,1953,Hip,HdBoard,68.0,BrkTil,1464.0,937,431,GasW,N,1484,890,2341,0,3,1,5,2,10,2,2,390.0,394,229,72,2008,2,353875.7400442679
329,90,RM,9114,Grvl,Reg,Low,AllPub,Corner,NAmes,Norm,Twnhs,1.5Fin,9,10,1976,2017,Flat,HdBoard,29.0,BrkTil,764.0,354,1966,GasW,Y,1827,1220,3886,1,3,2,2,2,5,0,2,480.0,242,167,55,2006,7,500518.29339039314
330,90,RH,8553,Pave,IR3,HLS,AllPub,CulDSac,CollgCr,RRAn,Duplex,2Story,3,5,2002,1953,Gambrel,VinylSd,114.0,PConc,,577,1219,GasW,N,1614,947,3913,1,2,0,2,2,11,0,0,820.0,408,245,2,2007,6,388126.7731445924
331,20,C,12761,Grvl,IR3,HLS,AllPub,FR2,NAmes,Artery,Duplex,SLvl,8,7,2001,1958,Hip,VinylSd,7.0,PConc,641.0,846,1747,GasA,Y,891,584,3390,0,2,2,5,1,7,0,2,113.0,476,78,12,2007,2,501030.87940341263
332,20,RM,19732,Pave,Reg,HLS,AllPub,Corner,CollgCr,RRAn,Duplex,2Story,8,6,2012,1979,Hip,HdBoard,368.0,PConc,1266.0,328,508,Grav,N,1707,814,3829,1,1,1,2,2,11,0,0,745.0,466,113,69,2010,11,503728.3083091101
333,50,RL,6000,Pave,Reg,Bnk,NoSewr,Corner,BrkSide,RRAn,1Fam,SLvl,3,10,2002,1994,Hip,MetalSd,274.0,BrkTil,723.0,558,446,GasA,N,1540,1307,3621,0,2,1,5,1,5,0,2,773.0,209,216,58,2010,3,441841.13721506053
334,40,RH,14042,Grvl,Reg,Low,AllPub,FR2,NAmes,Feedr,2fmCon,1Story,3,2,2006,1953,Flat,,491.0,CBlock,1213.0,848,527,Grav,N,1464,301,2112,1,2,1,4,1,7,0,0,,494,199,37,2010,6,350789.74311813386
335,70,,6388,Grvl,Reg,Low,AllPub,FR2,BrkSide,Artery,1Fam,1Story,6,3,2001,2018,Flat,VinylSd,314.0,BrkTil,801.0,893,1225,GasW,N,511,1155,2748,1,3,1,3,2,8,1,3,17.0,314,241,84,2008,10,412916.21602838096
336,90,RH,10450,Pave,Reg,Low,AllPub,Corner,CollgCr,RRAn,2fmCon,1Story,1,2,1992,1972,Flat,VinylSd,438.0,CBlock,737.0,230,874,GasW,N,1689,1143,1493,0,1,2,2,2,11,1,1,234.0,284,12,82,2009,4,296018.43426629103
337,60,FV,8712,Pave,IR3,Low,NoSewr,Inside,BrkSide,RRAn,1Fam,SLvl,4,3,1956,1965,Gable,HdBoard,413.0,BrkTil,757.0,307,1753,Wall,Y,645,1159,2519,0,3,2,5,1,10,1,2,309.0,463,206,88,2009,1,379971.90923199354
338,40,RH,6367,Grvl,IR3,Lvl,NoSewr,Corner,NAmes,Feedr,Twnhs,1Story,1,1,1991,1971,Gambrel,Wd Sdng,334.0,CBlock,566.0,657,1628,Grav,Y,1805,627,2067,1,1,0,1,1,4,2,2,,493,261,67,2010,1,350681.14797653025
339,50,RH,13189,Grvl,IR2,Lvl,NoSewr,FR2,NAmes,Feedr,Twnhs,1Story,3,8,1953,1997,Gable,VinylSd,35.0,BrkTil,1299.0,718,1156,Grav,Y,2072,572,2591,0,3,2,2,1,4,2,0,668.0,167,96,85,2010,3,300889.6960025586
340,50,RH,14013,Pave,IR2,Low,NoSewr,Corner,BrkSide,Norm,Duplex,1Story,9,6,2018,2011,Flat,VinylSd,310.0,BrkTil,,145,1162,GasA,N,2105,528,3459,0,1,2,2,2,7,2,3,722.0,263,70,68,2008,8,503668.59010980383
341,40,FV,5454,Grvl,IR1,Bnk,AllPub,Inside,Edwards,RRAn,Twnhs,1Story,5,2,1954,2009,Gambrel,VinylSd,43.0,CBlock,339.0,151,668,Grav,Y,668,33,2521,0,2,2,5,2,7,0,3,280.0,97,229,0,2009,11,429018.0159209494
